HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2FMFJ51Y7QEOI84QO63SZMOKMHTEBX,A1R02UXIIZL1SO,Approved,"Sun Nov 10 21:56:24 PST 2013","Sun Nov 10 22:01:14 PST 2013","""glasses""","""null""",2,70,30,-1,0.667,"""paying attention""",1,1,"""8""",1,0,"""""",0,"""3""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2FTY7QEOZFYQBUISPRFF3RDXT8TFIQ,A29IQ9LZZQQG7I,Approved,"Sun Nov 10 22:01:28 PST 2013","Sun Nov 10 22:02:38 PST 2013","""mustache""",3,1,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",98,0.89,"""How to tell who is the favorite friend.""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",1,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2CQU98JHSTLBME6F7O0IUBJJ8HVQEM,ALML8V38FDV0,Approved,"Sun Nov 10 22:01:41 PST 2013","Sun Nov 10 22:03:46 PST 2013","""glasses""",3,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.89,"""read a story and understand the information""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",23YYTWX4H3H284AD5E7ICIJW0VM4ZO,A1IXKR4EJL9CB5,Approved,"Sun Nov 10 22:02:38 PST 2013","Sun Nov 10 22:07:18 PST 2013","""glasses""",2,25,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",40,0.667,"""friends""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",35,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2IS6UFBNFSVGDEL35AJWCNG64IL4IS,A61GHYNS1DFT7,Approved,"Sun Nov 10 22:10:40 PST 2013","Sun Nov 10 22:12:06 PST 2013","""mustache""","""null""",1,15,80,-1,0.44,"""Faces""",1,1,"""2""",1,0,"""No""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,5,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",25GK5UFJ51Y797UZB3HS7CSYBEWB8W,A2YVYX9UOBU0BR,Approved,"Sun Nov 10 22:11:32 PST 2013","Sun Nov 10 22:13:00 PST 2013","""hat""","""null""",1,30,60,-1,0.44,"""Who Bob's friends are""",1,1,"""2""",1,0,"""""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,10,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2XIYN5F3Q0JGOM4MJHNYH49KYIAFBI,AC7ZTKDNFJWMT,Approved,"Sun Nov 10 22:13:41 PST 2013","Sun Nov 10 22:15:34 PST 2013","""hat""",2,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.667,"""Bob and his friends""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2DYXBAT2D5NQHGBFZVRJM5T3BDT623,A1EOJS0T3DW0BQ,Approved,"Sun Nov 10 22:11:58 PST 2013","Sun Nov 10 22:16:53 PST 2013","""glasses""",2,95,-1,1,"""Have a nice day!  Don't eat in the lab where the PI might see you.  :-p""",0,"""1""","""friend""",-1,0,"""null""",5,0.667,"""Paying attention to what someone is talking about.  We had a story about Bob visiting a friend every Sunday.""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",27VV0FK0COK2277M3UBKFLR1VEHIPX,A301GNFG8W711Q,Approved,"Sun Nov 10 22:21:39 PST 2013","Sun Nov 10 22:23:38 PST 2013","""mustache""",3,25,-1,1,"""none""",0,"""1""","""friend""",-1,0,"""null""",50,0.89,"""Guessing who is Bob's best friend""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",25,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",249YW2GTP9RAQLBWI6X94SOKWQ3OT5,A18N4322R4JPE0,Approved,"Sun Nov 10 22:59:33 PST 2013","Sun Nov 10 23:01:05 PST 2013","""hat""",3,5,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",90,0.89,"""see which friend bob visited the most""",1,"""2""",1,0,"""right""","""TRUE""",-1,"""FALSE""",5,
